===	start	settings	header	===
0.00073242	-0.003067	-0.0033875	0.014694	0.003891
-9.1553e-05	-0.0010071	-0.0013275	0.010574	0.0074158
0.0035706	-0.005722	-0.0037079	0.0021515	0.010941
0.0032501	-0.010208	-0.0055389	0.010117	-0.0049438
0.0056763	-0.005722	-0.0058136	0.044266	0.011307
0.0048065	-0.010208	-0.0040283	0.029251	0.0020599
0.0045776	-0.011765	-0.0015564	0.022385	0.010757
0.0026093	-0.01236	-0.0026093	0.04985	-0.0090637
0.0040741	-0.0055389	-0.0023346	0.067703	0.003891
0.0052185	0.0058136	-0.00022888	0.0018768	0.0075531
0.0037537	0.0044403	-0.00013733	-0.035934	-0.0081024
-0.0010986	0.0064087	0.0028839	-0.041702	0.014053
-9.1553e-05	-0.0052643	-0.0007782	-0.033463	0.004715
-0.0017853	-0.0037079	-0.00041199	-0.024124	0.010849
-0.0037079	-0.0033417	0	-0.040009	-0.0085144
-0.003891	-0.0023346	-4.5776e-05	-0.050491	0.008194
-0.0035706	-0.009201	-0.0040741	-0.043625	0.017532
-0.0035706	-0.014374	-0.0066376	-0.036758	-0.011215
-0.0048065	-0.0053558	-0.0059052	-0.029343	0.010483
0.0020142	-0.0096588	-0.0070038	-0.020645	0.0058594
-0.00068665	-0.0028381	-0.010117	-0.0023346	0.014374
0.0007782	-0.003891	-0.0088348	0.031448	0.00032043
0.0013275	-0.01268	-0.0075073	0.07045	-0.0021973
0.0029755	-0.0036621	-0.0037079	0.056534	0.0013275
0.0054016	-0.0016937	-0.0033875	0.028107	0.0043488
0.0014648	-0.0097504	0.00032043	-0.0086517	-0.0016937
0.0035706	-0.0063171	-0.001236	-0.040009	0.025818
0.0046234	-9.1553e-05	-0.00022888	-0.015793	0.0039368
0.0021973	-0.0070496	-0.00032043	-0.030533	-0.02655
0.0042572	-0.0072327	-0.0013275	-0.031128	-0.0070038
0.0014648	0.0019684	-0.0021057	0.011581	0.0073242
-0.00073242	-0.0070038	-0.0021057	0.029434	0.0032501
-0.0010071	-0.0055389	-0.0042114	0.036026	0.017853
0.0014191	-0.0087891	-0.002243	0.052505	0.019547
0.0020142	-0.0055389	-0.0027924	0.019547	0.0086975
0.0009613	-0.0020599	-0.0011444	-0.0062714	0.011169
-0.00013733	-0.013412	-0.0028839	-0.014328	-0.0031586
-0.00032043	-0.0074615	-0.0040741	-0.01767	-0.0021515
-0.00013733	-0.011765	-0.00050354	-0.025543	0.0022888
-0.0017853	-0.0032501	-0.0011444	-0.027512	-0.0049896
-0.0016022	-0.0016022	0.0010529	-0.031357	0.0042572
-0.00068665	-0.00737	0.0024261	-0.034286	-0.0011444
0	-0.0035248	0.0011444	-0.020187	0.011765
0.00013733	-0.0070038	0.00032043	0.024582	0.00032043
-0.0033875	-0.00013733	0.00032043	0.041245	-0.0031586
-0.0044403	-0.010757	-0.0011902	0.020828	0.0032501
-0.001236	-0.0079193	0.00032043	0.045914	0.0054474
0.0016479	-0.0090179	0.00013733	0.036942	0.014786
0.0013275	-0.003479	0.0015106	0.028885	0.017532
0.0050354	-0.0031586	-0.00013733	0.0052185	0.00032043
0.0025177	-0.001236	0.0025635	-0.0081024	0.0017853
0.0013733	-0.0048523	-0.002243	-0.027512	0.016205
0.0037537	-0.012268	-0.0026093	-0.034103	0.0035248
0.0031586	-0.0029755	-0.0016022	-0.032913	0.00032043
0.00091553	0.0011444	-0.0010071	0.0037537	-0.0007782
-0.00073242	-0.0040741	-0.0019684	0.057449	-0.0018768
0.00032043	-0.0068207	-0.0011444	0.01181	0.011398
-0.00059509	-0.011307	-0.0041656	-0.015152	0.012314
-0.00036621	-0.0088806	-0.002243	-0.010345	-0.015701
0.0013275	-0.011673	-0.0009613	-0.0086517	-0.005722
9.1553e-05	-0.0077362	0.00018311	-0.024399	0.00032043
-0.00036621	-0.0019684	-0.0035706	-0.028976	-0.0064545
-0.0018311	-0.0063171	-0.0059052	-0.026047	-0.0011444
-0.0009613	0.00032043	-0.0055389	-0.022018	0.0037994
0.00032043	-9.1553e-05	-0.0032959	-0.0059967	0.0048065
-0.0017853	-0.0066376	0.0016022	-0.01236	-0.0063629
0	0.0017853	-0.0021057	0.015701	0.011948
0.0030212	-0.00086975	-0.0016937	0.077362	0.0042572
0.0010986	-0.011398	-0.0027924	0.09082	-0.0027008
0.003891	-0.0082855	-0.0031586	0.063126	-0.002243
0.0031586	-0.013779	-0.0029755	0.056992	0.0067291
0.0011902	-0.012314	-0.0037079	0.012772	0.0087433
-0.00091553	-0.014511	-0.0011444	-0.039459	0.0027924
-0.00036621	-0.0086517	-0.0013275	-0.058868	0.0067291
0.0021973	-0.0031586	-0.0023346	-0.048981	0.0097961
0.0036621	-0.0055389	-4.5776e-05	-0.042526	0.00022888
0.00032043	-0.0010529	-0.0017853	-0.020462	0.0103
0.0007782	-0.0040741	0.0013275	-0.014465	0.017761
0.0031586	-0.0037079	0.002243	0.019135	0.0017853
-0.0020142	-0.0095673	-0.0009613	0.020645	-0.00013733
-0.0021057	-0.005722	-0.0019226	0.033279	-0.0010529
-0.0046692	-0.0055389	-0.0007782	0.079376	-0.004715
-0.0046234	-0.0033875	-0.0049896	0.077362	-0.0050812
0.0025635	0.00032043	-0.0084686	0.012177	-0.0016937
0.0040283	-0.0040741	-0.0092926	-0.03685	0.014008
0.0064545	-0.0052643	-0.0057678	-0.056122	0.015839
0.0032501	-0.0065002	-0.0055389	-0.056808	-0.0074615
-0.0021057	0.0027924	-0.0011902	-0.061935	0.0061798
-0.0057678	0.00013733	9.1553e-05	-0.053787	0.019547
-0.0074615	-0.012497	0.0021515	-0.037766	-0.0049896
-0.0014191	-0.0099335	0.00032043	-0.056808	0.0042572
0.0032501	-0.011398	9.1553e-05	-0.060745	0.0066376
0.0016937	-0.0051727	0.00032043	-0.037949	0.0025177
-0.00013733	-0.0046234	-0.0010529	-0.0042572	0.0016022
9.1553e-05	-0.01236	0.00032043	0.014969	-0.0013275
0.0034332	-0.0079193	0.0032501	0.043579	0.00032043
0.0037537	-0.0079651	-0.00050354	0.075714	-0.0023346
0.003891	-0.0026093	-0.00018311	0.1512	-0.0094757
0.00032043	-0.0056763	0.0023346	0.14804	0.0089264
0.0010071	0.0009613	-0.0014191	0.033875	0.0079193
0.0036621	0.0027008	-0.00013733	-0.059784	-0.00086975
0.003891	-0.0021057	-0.0009613	-0.08757	0.016068
0.0045319	-0.00059509	0.0011444	-0.072006	0.0032501
0.0021973	-0.010117	0.00032043	-0.037308	-0.0051727
-0.0014191	-0.008194	-0.001236	-0.0095673	0.0081024
-0.0007782	-0.0066833	-0.0013733	0.017349	-0.0027008
0.0011444	-0.006134	0.00032043	0.028793	0.00032043
-0.00086975	-0.0059509	-0.0009613	0.044632	0.01973
-0.0036621	-0.013962	-0.0026093	0.042114	-0.0007782
0.0018768	-0.009201	-0.0013733	-0.0028381	-0.0029297
0.0045776	-0.0096588	-0.002243	-0.019547	0.022385
-0.00027466	-0.0010529	-0.0055389	-0.0168	0.014603
-0.0016022	0.0010529	-0.0013275	-0.0096588	0.015518
9.1553e-05	-0.0067291	-0.0024261	-0.0055389	0.013321
0.0037537	0.0013275	0.0037994	-0.017578	-0.0073242
0.00032043	-0.0061798	-0.0013275	-0.044998	-0.0042572
-0.00022888	-0.0011444	0.0028839	-0.064133	-0.013412
0.00022888	-0.0048523	0.0017853	-0.037079	0.0018768
0.0047607	-0.0072784	-0.0009613	0.029892	-0.00022888
0.0039825	-0.0045319	-0.00041199	0.076767	0.0013275
0.0009613	-0.0072784	0.0015564	0.034286	0.012955
-0.0021973	-0.0016022	0.0034332	-0.012497	0.0091095
-0.0025177	-0.0013733	0.0020599	0.01767	0.001236
0.0011444	-0.0072784	-0.0007782	0.083862	-0.0088348
0.0032501	-0.0077362	-0.0018768	0.068802	-0.0066376
0.002243	-0.0078278	0.0010529	0.016846	0.013412
0.0021515	-0.004715	-0.0010986	-0.016846	0.0048981
0.0020142	-0.0040741	0.00032043	-0.020279	-0.0023346
-0.0011444	-0.015518	0.0024719	-0.02861	0.013962
-0.00091553	-0.0090637	0.0016022	-0.018723	0.011261
-0.0014191	-0.013	0.0022888	-0.028702	0.0035248
0.00018311	-0.0050354	0.0018768	-0.063858	0.0096588
-0.0011444	-0.0048523	-0.00073242	-0.058365	0.0017853
-0.0032043	-0.011856	-0.00091553	-0.0086517	-0.0042572
0.00086975	-0.003891	0.0028839	0.017075	-0.0043488
0.0020599	0.0052643	0.00032043	0.029938	0.0046234
0	0.0069122	0.0016937	0.032089	0.0021515
0.0015106	0.0070953	0.0028839	0.083817	-0.0026093
-0.0010071	-0.0030212	-0.0029755	0.088486	-0.0018311
-0.0025177	-0.0019684	-0.0103	0.013138	0.013046
-0.0012817	-0.0050812	-0.0092468	-0.016891	0.0010071
-0.00022888	-0.0066376	-0.0052643	0.028427	-0.0059052
0.004715	-0.0080109	-0.00013733	0.0037079	0.00032043
0.0044861	-0.015976	0.004715	-0.015106	0.0074615
0.0082397	-0.017899	0.0028839	-0.038727	-0.0018311
0.0076447	-0.019363	0.001236	-0.059372	0.020828
0.0043945	-0.0081024	-0.0023346	-0.060654	0.0061798
-0.0019226	-0.01442	-0.0036621	-0.026596	-0.0021515
-0.0057678	-0.0063171	-0.003067	0.019547	0.013046
-0.0059967	-0.015427	-0.0086975	0.042755	0.013229
-0.0052643	-0.0044403	-0.0099335	0.033096	-0.0017853
-0.0059509	-0.0103	-0.0103	0.0032501	0.00032043
-0.0016479	-0.0029297	-0.014145	0.016617	0.003891
-0.0034332	-0.0066376	-0.01442	0.0050812	0.017899
-0.0014648	-0.00022888	-0.011398	-0.033737	0.0037079
0	-0.0066376	-0.0075531	-0.050583	0.00027466
-0.00045776	-0.0021515	-0.0036621	-0.047379	-0.0033417
0.00032043	-0.0013733	-0.0026093	-0.02623	0.005127
-0.0036621	-0.0075531	-0.0020142	-0.016983	0.012314
9.1553e-05	-0.0042572	-0.0026093	-0.003891	0.0043488
-0.0064087	-0.012405	-0.0040741	-0.027603	-0.0086517
-0.0026093	-0.0059967	-0.0095215	-0.035202	0.011215
-0.00050354	-0.012497	-0.014328	-0.017258	0.012589
-0.00068665	-0.0070038	-0.012863	0.0049896	0.003067
-0.005127	0.0023804	-0.0079651	0.040604	0.023026
0.001236	-0.001236	-0.0085602	0.092285	0.0068207
0.00032043	0.0015106	-0.0056763	0.077866	0.0013275
0.0020599	-0.00050354	-0.0007782	0.033234	-0.0080566
0.0013275	0.00027466	0.0049896	0.043488	0.0085602
0.0020599	-0.01062	0.00032043	0.046829	-0.0071869
-0.00013733	-0.0084686	0.0049896	0.029617	-0.0014191
0.0010529	-0.0037994	0.0069122	0.003067	-0.0027008
0.00027466	-0.0084686	0.0037537	-0.0089264	-0.0050354
0.00082397	-0.0084686	0.003891	-0.002243	-0.010712
-0.001236	-0.013641	0.0025635	-0.023117	0.0093842
-0.00036621	-0.0021057	0.0029755	-0.038864	0.022476
0.00013733	0.00013733	0.0032501	-0.048981	0.0017853
0.0011444	0	0.0028839	-0.072372	-0.0071869
0.0048065	0.00032043	0.0018768	-0.053696	0.005127
0.0065918	-0.011627	0.0011444	-0.010391	0.0020599
0.0094757	-0.0061798	-0.0045319	0.015701	-0.0059967
0.0039368	-0.0023346	-0.0078278	0.0093842	0.00032043
-0.0009613	-0.0026093	-0.010803	0.028519	0.012589
-0.0021057	-0.00027466	-0.010757	0.0031586	0.002655
-0.0037537	-0.0088348	-0.011124	-0.010208	-0.00737
-0.0065002	-0.0010529	-0.013824	-0.0027008	0.00032043
-0.002243	-0.0092926	-0.013412	0.019089	0.0050812
-0.00050354	-0.00050354	-0.0082855	0.028061	-0.0026093
0.0024261	0.0017853	0.0021515	0.0059967	0.0071869
0.0015564	-0.00050354	0.0080109	-0.010483	0.0011444
-0.0019684	-0.00041199	0.0090179	0.03273	0.0048981
-0.001236	-0.0032501	0.0070953	0.066055	-0.0082855
-0.0019684	0.0015106	-0.0029755	0.038315	0.0059509
-0.0015564	0.00032043	-0.0011444	0.017807	0.012863
0.00027466	-0.0032043	0.00032043	-0.037949	0.0098419
0.0010986	-0.0032501	0.0019684	-0.04248	-0.0031586
0.0018768	-0.0049896	0.00022888	-0.042892	0.017853
0.0017853	-0.0053558	-0.014328	-0.022385	0.013229
0.0013275	-0.0059052	-0.01973	0.0061798	0.0036163
0.0028839	-0.012039	-0.0063171	0.044266	0.010574
0.0013275	-0.004715	-0.0023346	0.064957	-0.0026093
0.0022888	-0.013641	-4.5776e-05	0.017532	0.0069122
0.0023804	-0.003891	0.00032043	-0.024673	0.010849
0.0013275	-0.0058136	0.0016937	-0.028976	0.0049896
-0.0042114	-0.0063171	0.00032043	-0.021378	0.010208
-0.001236	-0.0021973	-0.0037994	-0.016617	0.0053558
-0.00013733	-0.011765	-0.0048065	-0.0099335	-0.003479
0.00032043	-0.0080109	-0.0021515	0.0016937	0.010025
0.0012817	-0.013229	0.0048065	0.005722	-0.0070496
0.0023804	-0.0091095	-0.0032043	-0.0027466	-0.0075989
0.0010986	-0.010071	-0.0035248	-0.0093842	0.0061798
0.00032043	-0.00036621	-0.0034332	-0.0074615	0.017166
0.0037537	-0.0015564	-0.0029755	-0.01387	0.012497
0.0027924	-0.0035248	-0.0027924	-0.007782	-0.024078
-0.00059509	-0.0015106	-0.0068207	0.0035248	-0.0033417
0.001236	-0.0050812	-0.0064087	0.0058136	-0.0019684
0.0016937	0.00032043	-0.0070953	0.00737	0.024673
-0.0015564	-0.013321	-0.0055389	0.011673	-0.00041199
-0.0010529	-0.0084686	-0.0075531	0.011536	-0.013229
-0.00036621	-0.0089264	-0.0084686	0.0066833	0.0050812
-0.0007782	-0.0027924	-0.0070038	-0.00013733	0.0054474
-0.0011444	-0.0033417	-0.0095673	-0.0049896	0.019455
0.0033875	-0.014328	-0.0062714	-0.005127	0.0061798
0.001236	-0.0051727	-0.0055389	-0.0031586	0.012222
0.0026093	-0.0020599	-0.0059052	-0.0035706	0.0048065
0.001236	0.00022888	-0.0051727	-0.0034332	0.012314
0.00013733	4.5776e-05	-0.009201	-0.0052185	0.0031586
0.0051727	-0.0070038	-0.0080109	-0.0103	0.018723
0.0014648	-0.0032043	-0.0082855	-0.014511	0.0075531
0.00032043	-0.0099335	-0.0099792	-0.032547	-0.0093842
-0.0021057	-0.00086975	-0.0093842	-0.027512	0.012039
0.00018311	-0.0048523	-0.0070038	-0.019638	0.004715
9.1553e-05	0.00032043	-0.0075531	-0.0037994	0.00032043
-0.001236	0.0027924	-0.0036621	0.014969	-0.014053
-0.0020142	-0.0016022	0.00032043	0.036575	0.0082855
0.0035248	-0.0026093	0.0036163	0.04866	0.014694
-0.0017395	-0.0043945	0.00032043	0.029388	0.004715
-0.0022888	-0.0016937	-0.0025177	0.013779	0.015884
0.00032043	-0.0019684	0.0013275	0.023758	0.0091095
-0.00045776	0.0031586	0.0016937	0.037766	0.0048065
0.0046234	-0.0050354	0.0016022	0.057266	0.010574
0.0075531	-0.0029755	-0.00050354	0.085464	-0.00086975
0.0068665	-0.0095673	0.0036163	0.053009	-0.0084686
0.0034332	-0.010391	-0.0026093	0.017349	0.01149
0.0014648	-0.016708	-0.0051727	-0.0044403	0.019272
0.0048065	-0.0077362	-0.0075531	-0.03978	-0.00045776
0.0015106	-0.0013275	-0.00737	-0.073883	-0.011215
-0.00032043	-0.00041199	-0.0046234	-0.068802	-0.017487
0.00032043	0.0015106	0.0029755	-0.033646	0.0051727
-0.0021057	-0.0062714	0.005722	-0.034836	0.0016937
-0.00091553	-0.0058136	0.0024261	0.020279	-0.009201
0.00073242	-0.015564	0.0032501	0.019318	0.0083313
0.0068207	-0.0085602	0.0035706	-0.0062714	0.0059967
0.0022888	-0.014923	0.0046234	0.010117	-0.0031586
0.0013733	-0.0065002	0.0032501	0.026413	0.0032501
0.0033875	-0.0076447	-0.0048981	0.0067291	-0.0046692
-0.0013275	-0.0011444	-0.010025	-0.019089	0.015884
-0.0016022	-0.00086975	-0.013412	-0.049484	-0.003891
-0.0016937	-4.5776e-05	-0.0092926	-0.054977	-0.0027008
-0.0023346	-0.0019226	-0.0079193	-0.033829	0.006134
-0.0045776	-0.0055389	-0.0095673	0.00032043	0.0091095
-0.0018311	-0.0051727	-0.0042572	0.07251	0.0013275
-0.00036621	-0.016663	-0.0046234	0.067245	0.011581
-0.0036621	-0.011581	-0.0027008	0.01561	-0.02092
-0.0055389	-0.013962	-0.0017853	-0.0063171	9.1553e-05
0.00032043	-0.0051727	-0.00086975	-0.0075531	0.0020599
0.00013733	0.00032043	-0.00041199	-0.0028839	0.01561
0.0016937	-0.0048981	0.00032043	-0.020782	-0.0036163
-0.00059509	-0.0016022	0.0011444	-0.02211	0.0015106
-0.0019684	0.003067	-0.00068665	-0.017258	0.0084686
0.00027466	-0.0030212	-0.003067	-0.024628	0.0015564
-0.0012817	-0.0066376	-0.0028839	-0.039322	0.014694
0.0017395	-0.016983	-0.00068665	-0.044449	0.0064087
0.0032501	-0.0076447	-0.0020599	-0.05191	-0.0095673
0.0054016	-0.0103	0.0011444	-0.025223	-0.0059052
0.0025635	-0.018265	-0.0023804	0.0066376	0.0044403
-0.0021057	-0.005722	-0.0042114	0.020828	-0.0051727
-0.003479	0.002243	-0.0058594	0.062027	0.0062714
-0.0050354	0.0016937	-0.003067	0.17134	-0.0011902
-4.5776e-05	0.0043488	-0.0059052	0.13087	-0.011398
-0.00073242	0.0046692	-0.0044403	0.081619	0.00032043
0.0011444	-0.0016022	-0.0049896	0.018814	0.012955
0.00032043	-0.0031586	-0.0017853	-0.022202	0.0054474
0.0020599	0.0042572	-0.0039368	-0.041885	-0.0026093
0.005722	-0.0028381	-0.0044861	-0.04335	0.0087433
0.0015564	-0.0040741	-0.0058594	-0.032959	0.0095673
0.0007782	-0.010574	-0.012955	-0.024857	0.010208
-0.0028839	0.00032043	-0.006134	-0.023804	-0.0043488
0.0056305	-0.0050354	-0.0029755	-0.018906	0.0059052
0.0050354	-0.017258	-0.0007782	-0.013412	0.0087433
0.0016937	-0.010117	-0.0011444	-0.0085602	0.0094757
-0.0020599	-0.0077362	-0.0013275	-0.0059052	0.019867
-0.0021973	-0.0020599	-0.002243	-0.01181	-0.0059052
-0.0027008	-0.005127	0.00032043	-0.010895	-0.016525
0.00082397	-0.011993	0.0010529	-0.0079193	0.0027008
0.00032043	-0.0064545	-0.0029755	-0.0055389	0.004715
0.0036621	-0.0035706	-0.0037994	-0.0010529	0.0090179
0.0010986	-0.0079651	-0.0060883	0.0026093	0.011307
0.00073242	-0.0063171	-0.006134	-0.0011444	0.0032501
-0.00064087	-0.010483	-0.0060883	-0.0033875	0.0055847
0.0012817	-0.0066376	-0.0060883	-0.016068	-0.0053558
-0.0018311	-0.011581	-0.0026093	-0.020737	0.01442
-0.0015106	-0.0084686	-0.0066376	-0.015381	0.018082
-0.00018311	-0.010391	-0.0085144	-0.017075	0.0054474
0.0040741	-0.0085144	-0.0048523	-0.013596	-0.00027466
0.0041656	-0.0066376	-0.006546	-0.00041199	-0.0103
0.0011902	0.001236	-0.0066376	0.017624	0.013
0.0037079	0.00032043	-0.0067291	0.043167	-0.0018768
0.0034332	-0.002243	-0.0029297	0.068985	-0.012497
-0.00036621	-0.0011444	-0.0061798	0.038727	0.0074158
-0.002655	-0.0055389	-0.0095673	0.044266	0.0048981
-0.0016937	0.0017853	-0.0055847	0.07164	0.0073242
-0.00036621	-0.005722	-0.005722	0.010941	0.0032501
-0.0038452	-0.0031586	-0.0058136	-0.044724	0.00032043
0.0011444	-0.010345	-0.0063629	-0.052185	0.01149
-0.00073242	-0.0051727	-0.0037079	-0.049667	0.0075531
-0.0015564	-0.012085	-0.0084686	-0.057541	-0.0091095
-0.0022888	-0.0048065	-0.0071869	-0.045456	-0.0087891
0.0016937	-0.0088348	-0.0026093	-0.027603	0.0024719
0.0014648	-0.0041656	4.5776e-05	0.046463	0.013687
0.0055847	-0.0013275	-0.0015106	0.074341	-0.0045319
0.0010986	-0.0046234	0.0024719	0.050766	0.0037079
-0.00036621	-0.0010529	0.00032043	0.0083313	0.0018768
0.0018768	-0.0046234	0.00032043	-0.037125	0.017532
0.0025635	-0.0011444	-0.0017853	-0.061798	-0.0062714
